category,job_title,job_skill_set
FINANCE,Finance Supervisor/Manager - Healthcare,"['financial reporting', 'financial analysis', 'erp systems', 'cash flow management', 'bank reconciliation', 'report preparation', 'leadership', 'communication', 'problem solving', 'attention to detail', 'analytical thinking', 'collaboration', 'sop development', 'sql', 'data mining', 'risk management', 'healthcare finance', 'contract interpretation', 'claims analysis', 'medical terminology', 'reimbursement methodologies', 'team management']"
FINANCE,Finance Manager,"['finance', 'accounting', 'financial analysis', 'risk management', 'internal controls', 'data analytics', 'performance management', 'operational excellence', 'business planning', 'forecasting', 'leadership', 'communication', 'teamwork', 'problem solving', 'strategic thinking', 'adaptability', 'collaboration', 'decision making']"
FINANCE,"Accounting and Finance Consulting Manager, Fund Services Plus, Location Flexible","['financial reporting', 'private equity', 'microsoft office suite', 'analytical skills', 'graduate degree', 'compliance', 'communication', 'teamwork', 'problem solving', 'work ethic', 'organizational skills', 'influencing skills', 'adaptability', 'client service orientation', 'fund accounting', 'fund accounting software', 'allvue', 'cpa', 'limited partnership agreements', 'cash management', 'quality control', 'audit coordination', 'carried interest calculations', 'onboarding processes', 'positive attitude']"
FINANCE,Intern - Finance and Accounting,"['accounting', 'finance', 'data analysis', 'erp systems', 'sox compliance', 'pc skills', 'communication', 'attention to detail', 'professionalism', 'teamwork', 'problem solving', 'esg reporting']"
FINANCE,Data Solutions Analyst II (Managed Care - Finance Focus) - R7269,"['communication', 'collaboration', 'problem solving', 'adaptability', 'sql', 'data warehousing', 'etl', 'databricks', 'power bi', 'tableau', 'azure', 'python', 'data modeling', 'data analysis', 'data security', 'microsoft 365 suite', 'attention to detail']"
FINANCE,"VP / Client, Finance & Strategy Data Scientist Lead – JPM Private Client","['data integrity', 'communication', 'stakeholder engagement', 'strategic thinking', 'problem solving', 'project management', 'teamwork', 'business acumen', 'transparency', 'python', 'sql', 'data visualization', 'predictive modeling', 'time series analysis', 'machine learning', 'data mining', 'tableau', 'cloud platforms', 'big data', 'statistical software', 'causal-model approaches', 'data preparation', 'regressions', 'text mining', 'aws', 'hadoop', 'apache spark', 'hive', 'pig', 'storytelling', 'iterative development']"
FINANCE,Operations Finance Analyst I,"['financial management', 'budget analysis', 'cost accounting', 'cash flow analysis', 'microsoft powerpoint', 'accounting principles', 'financial reporting', 'audit testing', 'communication', 'analytical skills', 'organizational skills', 'problem solving', 'time management', 'team collaboration', 'attention to detail', 'profitability analysis', 'microsoft excel', 'sharepoint', 'vba', 'sql', 'power bi', 'rpa', 'project administration', 'adaptability']"
FINANCE,Lufkin Finance Analyst,"['financial analysis', 'accounting', 'microsoft excel', 'data analysis', 'financial reporting', 'project management', 'account reconciliation', 'communication', 'organization', 'time management', 'flexibility', 'team collaboration', 'influencing', 'kpi tracking', 'cash flow management']"
FINANCE,Vice President Finance,"['financial analysis', 'asset valuation', 'financial reporting', 'variance reporting', 'leadership', 'collaboration', 'communication', 'strategic thinking', 'team management', 'problem solving', 'adaptability', 'analytical thinking', 'cash flow projections', 'portfolio management', 'investment sourcing', 'capital management', 'dashboard development', 'due diligence', 'real estate investment', 'construction project management']"
FINANCE,Auditor (Accounting/Finance) ,"['accounting systems', 'excel', 'microsoft products', 'communication', 'organizational skills', 'interpersonal skills', 'analytical thinking', 'time management', 'problem solving', 'attention to detail', 'collaboration', 'gaap compliance', 'external auditing', 'budget analysis', 'statistical analysis', 'cost allocation methods', 'grant accounting', 'omb circulars 2 cfr 200', 'independence']"
FINANCE,Renewable IPP - Project Finance and M&A Associate,"['teamwork', 'communication', 'analytical thinking', 'problem solving', 'attention to detail', 'project finance', 'm&a', 'investment banking', 'debt financing', 'tax equity capital raises', 'asset acquisitions', 'divestitures', 'solar energy', 'wind energy', 'battery storage']"
FINANCE,Finance Specialist - Channel & Customer Marketing,"['sap', 'accounting', 'invoicing', 'data analysis', 'organizational skills', 'problem solving', 'attention to detail', 'communication', 'teamwork', 'self-starter', 'ability to work under pressure', 'time management', 'excel']"
FINANCE,Finance Project Manager,"['microsoft excel', 'financial reporting', 'accounting concepts', 'financial modeling', 'communication', 'problem solving', 'team leadership', 'attention to detail', 'time management', 'analytical skills', 'collaboration', 'organizational skills', 'project management', 'pmp certification', 'sharepoint', 'grants management', 'federal regulations', 'technical reporting']"
FINANCE,"Analyst/Sr Analyst, Division Finance","['sap', 'forecasting techniques', 'variance analysis', 'microsoft office software', 'data analysis', 'adaptability', 'teamwork', 'ownership', 'influence change', 'prioritization', 'communication', 'project management', 'advanced excel modeling', 'hyperion', 'discounted cash flow analysis']"
FINANCE,Director & Head of Finance,"['accounting', 'financial planning & analysis', 'cash flow management', 'financial strategies', 'public accounting experience', 'mentoring', 'coaching', 'relationship management', 'communication', 'leadership', 'initiative', 'teamwork', 'self-motivation', 'independence', 'collaboration', 'treasury functions', 'assertiveness']"
FINANCE,Finance Analyst,"['finance', 'accounting', 'microsoft office', 'excel', 'data integration', 'contract management', 'budget forecasting', 'communication', 'teamwork', 'adaptability', 'analytical thinking', 'problem solving', 'deltek costpoint']"
FINANCE,Finance Analyst - External Reporting Team,"['financial reporting', 'data analysis', 'microsoft office', 'financial statements preparation', 'sec filings', 'financial controls', 'process improvement', 'financial analysis', 'teamwork', 'communication', 'organization', 'adaptability', 'interpersonal skills', 'problem solving', 'judgment', 'time management', 'leadership', 'u.s. gaap', 'esg reporting', 'sap', 'hyperion essbase', 'workiva wdesk', 'a3 strategy', 'diplomacy']"
FINANCE,"Associate, Strategic Finance ","['financial analysis', 'financial statement analysis', 'analytical skills', 'communication skills', 'organizational skills', 'collaboration', 'adaptability', 'financial modeling', 'capital raising', 'debt capital transactions', 'business forecasting', 'm&a support', 'intellectual curiosity']"
FINANCE,Finance & Investor Relations Intern (Summer 2024),"['communication', 'teamwork', 'problem solving', 'organizational skills', 'leadership', 'adaptability', 'financial modeling', 'data analytics', 'project management', 'market analysis', 'presentation preparation', 'reporting', 'microsoft excel', 'financial reporting']"
FINANCE,Finance Project Leader,"['project management', 'project management tools', 'business rules', 'quality review', 'change management', 'resource management', 'communication', 'stakeholder management', 'planning', 'execution', 'problem solving', 'team coordination', 'project management frameworks', 'debt placement criteria', 'customer service']"
FINANCE,Vice President of Finance,"['financial statement generation', 'variance analysis', 'annual planning', 'financial forecasting', 'financial modeling', 'financial project management', 'accounting system integration', 'cpa', 'financial analysis', 'financing strategies', 'leadership', 'interpersonal skills', 'collaboration', 'influence without authority', 'presentation skills', 'difficult conversations', 'employee training and development', 'integrity', 'strategic thinking', 'stress tolerance', 'adaptability']"
FINANCE,Structured Finance Associate,"['accounting', 'finance', 'ms excel', 'compliance reporting', 'communication', 'relationship management', 'leadership', 'collaboration', 'problem solving', 'structured credit products', 'portfolio accounting']"
FINANCE,Director of Finance And Accounting,"['financial reporting', 'general accounting', 'operational accounting', 'cash management', 'operational analysis', 'cpa', 'accounting degree', 'finance degree', 'leadership', 'communication', 'problem solving', 'team management', 'adaptability', 'analytical skills', 'budgeting', 'forecasting', 'kpi development', 'netsuite', 'high growth organization experience', 'entrepreneurial environment experience', 'strategic thinking']"
FINANCE,"VP Finance – Healthcare Services – Rapid Growth, 78810","['finance', 'healthcare services', 'leadership', 'strategic thinking', 'communication', 'hands-on approach', 'team collaboration', 'revenue cycle management', 'accounting', 'systems updates', 'multi-location management', 'public accounting experience']"
FINANCE,Finance Director - Titanium Technologies,"['capital allocation', 'leadership', 'communication', 'collaboration', 'mentoring', 'problem solving', 'influencing stakeholders', 'innovation', 'financial analysis', 'forecasting', 'strategic financial planning', 'financial reporting', 'financial controls', 'financial systems', 'business intelligence tools', 'budgeting', 'commodity market insights', 'strategic mindset', 'continuous improvement']"
FINANCE,Finance Analyst,"['financial analysis', 'forecasting', 'excel', 'financial reporting', 'budgeting', 'data analysis', 'financial consulting', 'process improvement', 'communication', 'analytical thinking', 'strategic mindset', 'problem solving', 'time management', 'collaboration', 'adaptability', 'gaap', 'powerpoint', 'inquisitive mindset']"
FINANCE,Senior Portfolio Manager Equipment Finance,"['commercial loans', 'credit underwriting', 'communication', 'organizational skills', 'problem solving', 'teamwork', 'work ethic', 'time management', 'financial modeling', 'portfolio management', 'legal documentation', 'excel', 'data analysis', 'customer service', 'attention to detail']"
FINANCE,Transactional Finance Specialist,"['accounts receivable', 'billing', 'microsoft excel', 'financial systems', 'communication', 'attention to detail', 'problem solving', 'teamwork', 'adaptability', 'expense monitoring', 'reporting', 'workday', 'keyboard skills']"
FINANCE,"Director of Finance, N.A.","['accounting practices', 'budget preparation', 'financial reporting', 'profit and loss responsibility', 'leadership', 'teamwork', 'independence', 'communication', 'analytical thinking', 'problem solving', 'financial analysis', 'cost accounting', 'tax planning', 'financial forecasting', 'financial systems', 'cpa', 'cma', 'mba']"
FINANCE,Workday Finance Technical Lead,"['reporting', 'microsoft office suite', 'project management', 'business analysis', 'data analysis', 'communication', 'problem solving', 'attention to detail', 'time management', 'adaptability', 'critical thinking', 'workday', 'integrations', 'data governance', 'analytics development', 'calculated fields', 'workday studio', 'birt', 'eibs', 'api', 'xml', 'xslt', 'soap', 'rest', 'prism analytics', 'security administration', 'agile scrum', 'dashboards', 'user acceptance testing (uat)', 'technical support', 'data structures', 'cloud connect', 'role-based security', 'user-based security', 'collaboration', 'organizational skills', 'influencing skills', 'customer support', 'teamwork', 'training and development']"
FINANCE,Document Review Specialist- Finance ,"['negotiation', 'communication', 'teamwork', 'time management', 'initiative', 'client interaction', 'problem solving', 'equity swaps', 'contract drafting', 'isda master agreement', 'otc equity options', 'risk management', 'trading agreements', 'attention to detail', 'financial regulations', 'legal documentation']"
FINANCE,"Associate Director, Finance and Controlling","['financial analysis', 'financial modeling', 'ifrs', 'management accounting', 'cost controlling', 'variance analysis', 'business modeling', 'kpi tracking', 'capital expenditure evaluation', 'communication', 'teamwork', 'problem solving', 'organizational skills', 'adaptability', 'attention to detail', 'independence']"
FINANCE,"Sr. Manager, IT Business Partner, Finance(Hybrid)","['project management', 'financial analysis', 'budget management', 'compliance knowledge', 'information technology', 'business analysis', 'communication', 'leadership', 'relationship building', 'strategic thinking', 'problem solving', 'advisory skills', 'teamwork', 'it strategy', 'cross-functional collaboration', 'medical device industry knowledge']"
FINANCE,"Vice President, Finance Change Management","['project management', 'financial planning', 'data management', 'risk management', 'process optimization', 'automation', 'microsoft excel', 'microsoft word', 'change management', 'financial operations', 'communication', 'interpersonal skills', 'influencing', 'flexibility', 'self-starter', 'prioritization', 'teamwork', 'presentation skills', 'problem solving', 'microsoft powerpoint']"
FINANCE,Finance Assistant,"['general ledger', 'financial reporting', 'advanced computer skills', 'mathematical computations', 'documentation skills', 'data analysis', 'time management', 'accounting principles', 'communication', 'problem solving', 'attention to detail', 'teamwork', 'self-motivation', 'organizational skills', 'professionalism', 'accounts receivable', 'erp systems', 'flexibility', 'customer service', 'confidentiality']"
FINANCE,Finance & Accounting Leader,"['accounting', 'project management', 'financial analysis', 'reconciliation', 'cashflow projections', 'financial statements review', 'leadership', 'communication', 'teamwork', 'analytical thinking', 'coordination', 'problem solving', 'invoicing', 'costpoint', 'proliance pmis', 'capitalization of fixed assets', 'escrow accounts reconciliation', 'bond fund management', 'construction management software', 'risk management']"
FINANCE,Financial Services Senior Associate/Counsel – Aviation Finance,"['financing transactions', 'legal representation', 'academic performance', 'interpersonal skills', 'client focus', 'problem solving', 'communication', 'strategic thinking', 'adaptability', 'aviation finance', 'commercial aircraft leasing', 'purchase and sale transactions', 'domestic transactions', 'cross-border transactions']"
FINANCE,Finance Manager,"['financial operations', 'contract administration', 'data analysis', 'financial strategy', 'variance analysis', 'leadership', 'communication', 'problem solving', 'organization', 'customer service', 'proactivity', 'attention to detail', 'collaboration', 'integrity', 'budget forecasting', 'accounts payable', 'statistical modeling', 'lean six sigma', 'cpa', 'flexibility']"
FINANCE,"Sr Director, Finance","['financial analysis', 'accounting principles', 'budgeting', 'financial reporting', 'financial forecasting', 'ledger reconciliation', 'business planning', 'leadership', 'communication', 'strategic thinking', 'problem solving', 'advisory skills', 'team collaboration', 'data processing', 'statistical analysis', 'capitalization methods']"
FINANCE,"Finance Project Coordinator II,","['project management', 'financial analysis', 'microsoft office suite', 'process improvement', 'documentation', 'financial reporting', 'data analysis', 'communication', 'time management', 'collaboration', 'problem solving', 'flexibility', 'relationship building', 'negotiation', 'attention to detail', 'business systems knowledge']"
FINANCE,Early Careers: Accounting/Finance - Internship Summer 2024 -Philadelphia,"['financial analysis', 'budgeting', 'forecasting', 'reporting', 'financial modeling', 'data analysis', 'accounting principles', 'collaboration', 'adaptability', 'problem solving', 'communication', 'attention to detail', 'time management', 'critical thinking', 'teamwork', 'sox compliance', 'auditing', 'p&l analysis']"
FINANCE,Finance Business Partner,"['financial analysis', 'budgeting', 'forecasting', 'data analysis', 'microsoft excel', 'erp applications', 'financial modeling', 'financial performance indicators', 'communication', 'relationship building', 'critical thinking', 'adaptability', 'executive presence', 'autonomy']"
FINANCE,"Coordinator, Finance","['accounting', 'finance', 'excel', 'budgeting', 'invoicing', 'data entry', 'fixed asset inventory', 'attention to detail', 'organizational skills', 'communication', 'problem solving', 'time management', 'teamwork', 'discretion', 'independence', 'professionalism', 'office 365', 'adobe pdf']"
FINANCE,Director of Finance,"['forecasting', 'budgeting', 'business leadership', 'collaboration', 'communication', 'labor reporting', 'cash flow management', 'financial controls', 'policy and procedure operations', 'month-end close', 'accounts payable (a/p)', 'accounts receivable (a/r)', 'payroll management', 'erp systems management', 'hotel accounting systems', 'excel', 'advisement']"
FINANCE,Finance Assistant (Interview ASAP),"['excel', 'microsoft office', 'accounts payable', 'accounts receivable', 'computer skills', 'customer service', 'multitasking', 'willingness to learn', 'adaptability']"
FINANCE,Finance Project Manager,"['analytical skills', 'attention to detail', 'communication', 'collaboration', 'basel 3 endgame regulation', 'basel 3 rules', 'crr3 (capital requirements regulation 3)', 'credit risk knowledge', 'policy writing']"
FINANCE,Director of Finance,"['financial management', 'accounting', 'gaap principles', 'budgeting', 'forecasting', 'financial statement preparation', 'cash flow management', 'accounts payable', 'internal controls', 'risk management', 'microsoft excel', 'microsoft office suite', 'leadership', 'communication', 'interpersonal skills', 'organizational skills', 'analytical skills', 'negotiating skills', 'attention to detail', 'self-motivated', 'results oriented', 'confidentiality', 'ethics and integrity', 'investment oversight', 'pension administration', ""raiser's edge software"", 'pos systems', 'consensus building']"
FINANCE,"Sr Commercial Finance Director, Diabetes Americas Region","['financial leadership', 'strategic insights', 'financial modeling', 'analytics', 'market insights', 'financial performance reporting', 'contractual negotiations', 'data visualization', 'variance analysis', 'financial forecasting', 'team management', 'business excellence', 'transformation experience', 'mba', 'leadership', 'communication', 'collaboration', 'problem solving', 'strategic thinking', 'decision-making', 'continuous improvement', 'innovation', 'adaptability', 'cpa', 'cma', 'cultural awareness', 'mentorship']"
FINANCE,Vice President Finance,"['excel', 'communication', 'relationship building', 'problem solving', 'self-motivation', 'teamwork', 'financial planning and analysis', 'financial modeling', 'budgeting', 'reporting packages', 'gaap', 'power bi', 'netsuite', 'data analysis', 'dtc kpis', 'consumer packaged goods (cpg) experience', 'automation', 'crm systems', 'programming (python/r)', 'leadership', 'adaptability', 'strategic thinking']"
FINANCE,Corporate Director of Finance,"['financial reporting', 'budgeting', 'accounting standards', 'accounts reconciliation', 'financial analysis', 'internal controls', 'team management', 'auditing', 'financial statements analysis', 'communication', 'teamwork', 'problem solving', 'leadership', 'organizational skills', 'proactivity', 'independence', 'trustworthiness', 'project management', 'forecasting', 'cash flow forecasting', 'contract management', 'creativity']"
FINANCE,Corporate Finance Associate,"['financial analysis', 'financial reporting', 'financial statement analysis', 'budget control', 'critical thinking', 'analytical problem-solving', 'attention to detail', 'learning agility', 'initiative', 'relationship building', 'self-starter', 'project management', 'communication', 'team collaboration', 'financial modeling', 'data visualization', 'excel', 'quantitative analysis', 'kpi delivery', 'powerpoint']"
FINANCE,Finance and Accounting Intern,"['accounting', 'finance', 'data analysis', 'financial planning', 'microsoft excel', 'account reconciliations', 'general ledger', 'accounts payable', 'problem solving', 'organizational skills', 'attention to detail', 'communication', 'teamwork', 'customer service', 'time management', 'motivation to learn', 'microsoft powerpoint', 'microsoft word', 'journal entries', 'accruals', 'tax', 'collections', 'process documentation']"
FINANCE,Finance Associate,"['financial modeling', 'reporting', 'communication', 'teamwork', 'problem solving', 'stakeholder management', 'strategic thinking', 'adaptability', 'data analytics', 'portfolio management', 'industry research', 'capital formation', 'analytical tools development']"
FINANCE,Director of Finance,"['project management', 'leadership', 'analytical mindset', 'communication', 'presentation skills', 'problem solving', 'financial planning and analysis (fp&a)', 'accounting principles', 'corporate finance', 'budgeting', 'financial software', 'quickbooks', 'erp systems', 'data visualization tools', 'financial analysis', 'profitability analysis', 'cost analysis', 'financial reporting', 'kpi reporting', 'inventory management', 'collaboration', 'facilitation skills', 'interpersonal skills']"
FINANCE,Director of Finance - 24314,"['financial reporting', 'financial analysis', 'fp&a', 'p&l management', 'kpi reporting', 'data analysis', 'budgeting', 'accounting principles', 'advanced degree in finance', 'interpersonal skills', 'leadership', 'communication', 'collaboration', 'problem solving', 'strategic thinking']"
FINANCE,Finance Analyst II,"['financial analysis', 'data analysis', 'reporting', 'expense analysis', 'reconciliation', 'trend analysis', 'communication', 'presentation skills', 'problem solving', 'attention to detail', 'flexibility', 'teamwork', 'financial forecasting', 'revenue analysis']"
FINANCE,Vice President of Finance / CFO,"['financial analysis', 'financial reporting', 'regulatory compliance', 'cash flow management', 'budget management', 'accounting', 'tax planning', 'financial controls', 'financial acumen', ""master's degree in finance or accounting"", 'leadership', 'communication', 'teamwork', 'problem solving', 'decision making', 'results oriented', 'collaboration', 'organizational skills', 'financial planning', 'risk management', 'investment evaluation', 'cpa certification']"
FINANCE,Sr. Finance Manager,"['budgeting', 'data analysis', 'expense management', 'communication', 'problem solving', 'detail-oriented', 'time management', 'adaptability', 'interpersonal skills', 'financial planning', 'financial analysis', 'forecasting', 'financial modeling', 'reporting tools (hyperion, gear)', 'business case development', 'strategic planning', 'collaboration', 'influencing skills', 'business acumen', 'teamwork']"
FINANCE,Public Finance Operations Administrator,"['public finance knowledge', 'compliance knowledge', 'microsoft excel', 'multi-tasking', 'interpersonal skills', 'organizational skills', 'time management', 'team collaboration', 'problem-solving', 'database management', 'data entry', 'microsoft word', 'microsoft powerpoint', 'microsoft outlook', 'municipal bonds knowledge', 'sec and finra regulations knowledge']"
FINANCE,Senior Financial Analyst - MT Supply Chain Procurement Source Finance - CSS,"['financial analysis', 'fp&a', 'financial modeling', 'cost analysis', 'accounting', 'business process improvement', 'communication', 'interpersonal skills', 'influencing skills', 'analytical skills', 'leadership', 'teamwork', 'negotiation skills', 'intellectual curiosity', 'adaptability', 'consolidation', 'sap', 'tm1', 'jde', 'microsoft excel', 'microsoft powerpoint']"
FINANCE,Senior Corporate Counsel - U.S. Bancorp Impact Finance,"['regulatory compliance', 'relationship building', 'teamwork', 'problem solving', 'communication', 'commitment to client service', 'continuous improvement', 'adaptability', 'ethical leadership', 'collaboration', 'legal risk management', 'commercial transactions', 'tax credit documentation', 'public speaking', 'contract negotiation', 'knowledge of tax credit laws', 'knowledge of commercial lending laws', 'pro bono work']"
FINANCE,Senior Finance Analyst (US),"['financial accounting', 'accounting principles', 'process improvement', 'project management', 'communication', 'problem solving', 'teamwork', 'leadership', 'adaptability', 'customer service', 'interpersonal skills', 'financial analysis', 'reporting', 'data analysis', 'dashboards', 'financial controls', 'risk management', 'stakeholder management', 'regulatory compliance', 'tax knowledge', 'auditing', 'business strategy', 'critical thinking', 'mentorship', 'collaboration', 'discretion', 'time management']"
FINANCE,Finance Associate (Hybrid),"['financial reporting', 'client billing systems', 'microsoft office suite', 'data analytics', 'project management', 'reconciliation', 'ad hoc reporting', 'detail-oriented', 'analytical skills', 'organizational skills', 'problem solving', 'communication', 'adaptability', 'service-focused', 'curiosity']"
FINANCE,"VP Finance – Healthcare Services – Rapid Growth – Private Equity, 78796","['accounting', 'multi-location operations', 'strategic thinking', 'tactical execution', 'communication', 'leadership', 'hands-on approach', 'team collaboration', 'financial infrastructure', 'healthcare services', 'commercial insurer payouts', 'due diligence', 'revenue cycle management', 'private equity', 'de novo growth', 'cpa']"
FINANCE,"Manager, Corporate Finance","['financial forecasting', 'data integrity management', 'reporting metrics analysis', 'ad hoc analytics', 'market knowledge', 'business analysis', 'cross-functional collaboration', 'banking knowledge', 'problem solving', 'team player', 'communication', 'adaptability', 'time management', 'leadership potential', 'excel modeling', 'consulting experience', 'entrepreneurial mindset']"
FINANCE,Finance Learning Advisor,"['finance', 'training content development', 'employee development programs', 'powerpoint', 'excel', 'word', 'business processes', 'financial concepts', 'learning solutions', 'communication', 'teamwork', 'organizational skills', 'time management', 'presentation skills', 'relationship building', 'influencing skills', 'problem solving', 'ownership', 'adaptability', 'positive attitude', 'collaboration', 'active listening', 'innovation', 'ms o365', 'sharepoint', 'teams', 'learning metrics']"
FINANCE,"Finance Manager, WW Ops Finance - Trans Support","['financial reporting', 'financial modeling', 'data analysis', 'advanced excel', 'budgeting', 'forecasting', 'financial systems', 'business intelligence', 'communication', 'collaboration', 'problem solving', 'time management', 'adaptability', 'influencing', 'self-development', 'multi-tasking', 'leadership', 'sql', 'data mining']"
FINANCE,Workday Finance Technical Lead,"['reporting', 'finance data analysis', 'communication', 'problem solving', 'teamwork', 'analytical thinking', 'adaptability', 'workday', 'integrations', 'workday studio', 'calculated fields', 'birt', 'eibs', 'core connectors', 'xml', 'xslt', 'soap', 'rest apis', 'workday prism analytics', 'agile scrum', 'json', 'integration security', 'cloud connect', 'dashboards', 'composite reporting', 'workday security', 'business object model']"
FINANCE,Finance Business Partner Specialty Care for Intercontinental,"['financial analysis', 'budgeting', 'accounting', 'data analysis', 'teamwork', 'problem solving', 'interpersonal skills', 'financial reporting', 'financial modeling', 'sales forecasting', 'market analysis', 'project management', 'commercial models', 'communication', 'collaboration', 'proactive mindset']"
FINANCE,"Director of Finance - The Langham, New York","['financial analysis', 'budgeting', 'forecasting', 'financial reporting', 'financial software (e.g., sunsystems, infor q&a, birchstreet)', 'tax regulations', 'computer skills (word, excel)', 'leadership', 'communication', 'decision making', 'organizational skills', 'teamwork', 'adaptability', 'problem solving', 'customer satisfaction focus', 'gaap', 'internal controls', 'cash management', 'hospitality finance', 'business law', 'insurance knowledge', 'employee benefits knowledge', 'financial projections', 'mentoring']"
FINANCE,Lead Software Engineer - Finance (Hybrid),"['problem solving', 'communication', 'teamwork', 'relationship management', 'hadoop', 'aws', 'python', 'sql', 'spark', 'java', 'data modeling', 'machine learning', 'cloud computing', 'itil', 'service management', 'influencing', 'operational excellence', 'change management']"
FINANCE,Commercial Lending and Finance Partner ,"['finance', 'communication', 'negotiation', 'relationship building', 'problem solving', 'commercial lending', 'business development', 'portfolio management']"
FINANCE,Finance Intern,"['database management', 'microsoft office', 'budgeting', 'communication', 'interpersonal skills', 'problem solving', 'time management', 'detail oriented', 'teamwork', 'adaptability', 'excel', 'financial reporting', 'data analysis', 'financial management systems', 'report building', 'data entry']"
FINANCE,Sr. Finance Manager,"['finance', 'accounting', 'forecasting', 'financial analysis', 'leadership', 'project management', 'data analysis', 'collaboration', 'communication', 'teamwork', 'problem solving', 'adaptability', 'strategic thinking', 'interpersonal skills', 'time management', 'pricing strategy', 'mba', 'fp&a']"
FINANCE,Equipment Finance Collections Specialist II,"['collections', 'customer service', 'administrative tasks', 'negotiation', 'record keeping', 'financial services', 'regulatory compliance', 'communication', 'problem solving', 'teamwork', 'customer-centric approach', 'operational efficiency', 'skip tracing', 'training']"
FINANCE,"AVP, Health Plan Finance (Texas)","['financial analysis', 'accounting', 'financial forecasting', 'financial reporting', 'budgeting', 'data analysis', 'leadership', 'team development', 'communication', 'project management', 'problem solving', 'cross-functional collaboration', 'analytical thinking', 'adaptability', 'coaching', 'stakeholder engagement', 'healthcare analytics', 'm&a integration', 'business intelligence tools', 'contract pricing negotiation', 'regulatory reporting', 'managed care finance']"
FINANCE,"Manager, Finance","['financial planning & analysis', 'forecasting', 'budgeting', 'financial reporting', 'data management', 'analytics', 'ms excel', 'oracle', 'process improvement', 'leadership', 'communication', 'team building', 'problem solving', 'organizational skills', 'flexibility', 'self-motivation', 'initiative', 'customer focus', 'collaboration', 'power bi', 'hfm/cmr', 'sap analytics cloud (sac)', 'predictive modeling']"
FINANCE,"Mintek Resources- Finance, Senior Manager","['excel', 'powerpoint', 'inventory management', 'communication', 'approachability', 'team collaboration', 'presentation skills', 'financial reporting', 'budgeting', 'accounting standards', 'sage (accounting erp)', 'salesforce', 'data analysis', 'sales tax compliance', 'management reporting', 'cpa or cma accreditation', 'leadership', 'analytical thinking', 'problem solving', 'creativity', 'mentoring', 'assertiveness']"
FINANCE,"Finance Business Partner, MEP","['reporting', 'communication', 'problem solving', 'teamwork', 'self-starter mentality', 'adaptability', 'financial analysis', 'forecasting', 'variance analysis', 'modeling', 'ms excel', 'google sheets', 'us gaap', 'sql', 'tableau', 'power bi', 'workday adaptive insights', 'fp&a epm platforms', 'strategic thinking', 'inclusiveness']"
FINANCE,"Financial Services Risk Management, Structured Finance - Transactions, Manager","['project management', 'regulation compliance', 'leadership', 'relationship building', 'communication', 'teamwork', 'analytical skills', 'problem solving', 'mentoring', 'flexibility', 'structured finance', 'valuation', 'fixed income securities', 'cash flow modeling', 'microsoft excel', 'bloomberg', 'intex', ""moody's wall street analytics"", 'citigroup yieldbook', 'pricing tools', 'integrity']"
FINANCE,Finance Director,"['financial management', 'accounting principles (gaap)', 'budgeting', 'financial analysis', 'forecasting', 'internal audit procedures', 'financial reporting', 'cost control procedures', 'microsoft excel', 'financial statements preparation', 'risk management', 'leadership', 'communication', 'problem solving', 'strategic thinking', 'interpersonal skills', 'detail-oriented', 'analytical skills', 'team management', 'cash flow management', 'statistical analysis', 'regulatory compliance', 'data entry', 'accounts receivable (a/r)', 'accounts payable (a/p)', 'general ledger (gl)', 'revenue recognition', 'cpa certification', 'chae certification', 'ethical conduct', 'training and development']"
FINANCE,Public Finance - Mid-Level Associate Attorney - DEN,"['public finance', 'writing', 'drafting transaction documents', 'due diligence', 'municipal bonds', 'interpersonal communication', 'attention to detail', 'teamwork', 'problem solving', 'time management', 'legal research', 'securities disclosure', 'jd from accredited law school', 'colorado bar admission', 'commercial loans', 'public-private partnerships']"
FINANCE,Regional Finance Process Manager,"['accounting', 'finance processes', 'data management', 'project management', 'process improvement', 'analytical skills', 'communication', 'teamwork', 'problem solving', 'change management', 'service-oriented approach', 'continuous improvement mindset', 'sap', 'o365', 'excel', 'power bi', 'blackline', 'cadency', 'negotiation', 'facilitation', 'networking']"
FINANCE,Accounting and Finance Intern,"['accounting', 'finance', 'financial reporting', 'data analysis', 'reconciliation', 'forecasting', 'communication', 'teamwork', 'adaptability', 'problem solving', 'initiative', 'collaboration', 'microsoft office suite', 'netsuite', 'oracle fusion', 'bill.com']"
FINANCE,Finance Manager,"['excel', 'data analysis', 'financial analysis', 'microsoft word', 'microsoft powerpoint', 'data reconciliation', 'financial reporting', 'process improvement', 'liquidity concepts', 'attention to detail', 'time management', 'analytical skills', 'communication', 'self-motivation', 'problem solving', 'collaboration', 'urgency', 'database management']"
FINANCE,AVP Financial Analyst - Commercial Transportation Finance,"['financial analysis', 'data analysis', 'financial modeling', 'risk assessment', 'reporting', 'capital structure evaluation', 'negotiation', 'communication', 'collaboration', 'problem solving', 'influence', 'independent work', 'relationship building', 'strategic thinking', 'teamwork', 'credit assessment', 'lending processes', 'troubleshooting', 'customer service']"
